"ActionKey","Feature","Kind","Context","AdminGrantable","Status","Gate","Risk","DatabaseRisk","Requires","Screens","Guard","CurrentScope"
"documents.library.read","FX-20","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S01","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.read","FX-20","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S01;FX20-S04;FX20-S05;FX20-S08","Owner/module + lifecycle; Archived read-only; Trash preview không live-share; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.read","FX-20","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S02","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.create","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S01;FX20-S02","Tối đa hai cấp; cùng owner, parent active; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.rename","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S01;FX20-S02","Không đổi parent/tree qua Rename; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.trash","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S02","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; preview aggregate, không purge; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.restore","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S02","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; đúng deletion cohort, parent hợp lệ; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.folder.purge","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX20-S02","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.create","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S03","Title/Type/Editor required; Draft; max2levels; child theo folder parent; mỗi lần chọn cả Type/Editor; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.save","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S04;FX20-S05;FX20-S06","Draft/Published only; Title/body, Tag, Icon hoặc Cover; Type/Editor/Folder/Parent immutable giữ nguyên; manual Save creates immutable version; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.publish","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S04;FX20-S05","Own active page; private remains private; Draft khóa share links; không chỉnh content ngầm; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.unpublish","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S04;FX20-S05","Own active page; private remains private; Draft khóa share links; không chỉnh content ngầm; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.archive","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S09","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; ngoài Trash, chưa Archived; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.unarchive","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S08;FX20-S09","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; Archived, khôi phục previous state; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.trash","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S08;FX20-S10","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; preview aggregate, không purge; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.restore","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S10","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; đúng deletion cohort, parent hợp lệ; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.purge","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Destructive","Administrative","","FX20-S10","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; chỉ Trash, preview pins/dependencies, xác nhận không thể hoàn tác; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.history","FX-20","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Sensitive","Sensitive","","FX20-S07","Owner-only history, cùng owner/module; không share/support; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.restore_version","FX-20","COMMAND","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Lifecycle","Normal","","FX20-S07","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; editable hiện tại, giữ immutable identity/topology, tái kiểm tra quyền trên field diff; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.page.share","FX-20","COMPOSITE","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Disclosure","Sensitive","sharing.link.read","FX20-S01","Source eligible, SharingEnabled, projection chính xác; kết hợp sharing.link.*; không history/reason/secret; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
"documents.tag.read","FX-20","QUERY","SELF","true","Resolved delegated","Resolved delegated: action contract; source business rules unchanged","Normal","Normal","","FX20-S06","Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save; Owner; immutable DocumentType/EditorMode/Folder/Parent; Title editable ở Draft/Published theo current FX-20 delegated rule; explicit Save","true"
